created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,label,sentiment,score
Thu Dec 07 11:41:20 +0000 2023,1732726985234022807,"@kartarahardja @Tita83079013 Lu mau bacot apa kami tetap pilih Anies..!! Kampung2 yang digusur Ahok, dibangun kembali oleh Anies.. Itu cuma contoh kecil buat orang-orang yang otaknya belum tercemar asam sulfat..!! Jadi bisa mikirrr",0,0,0,0,in,1117521004933156864,1732438457287598302,NonoDwi1,https://twitter.com/NonoDwi1/status/1732726985234022807,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9795164465904236}]",0.9795164465904236
Thu Dec 07 11:40:43 +0000 2023,1732726828954169817,"@Yurissa_Samosir @AdamVelcro @AdeDhani9 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @choymarkochoy @Harywaraz Thomlem itu cerdas dan bernurani.. cocok disandingkan dgn ignatius jonan.. Juga menghapus tuduhan para bajingan psi, ahoker, buzzerp dll  yg menuduh politik identitas thdp anies",0,0,0,0,in,2925381554,1732609297866207706,hakunamaku,https://twitter.com/hakunamaku/status/1732726828954169817,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9968525767326355}]",0.9968525767326355
Thu Dec 07 11:40:24 +0000 2023,1732726749157626311,"@dekade_08 Itu sudah dilakukan oleh Anies di Jakarta. Tim Prabowo yg nyontek. Tim Anies memandang, Indonesia belum saatnya memberlakukan program makan gratis.",0,0,0,0,in,1297750327186268161,1732681609646833877,bayuaji_bayuaji,https://twitter.com/bayuaji_bayuaji/status/1732726749157626311,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.999170184135437}]",0.999170184135437
Thu Dec 07 11:40:11 +0000 2023,1732726696229642515,@Adrianussatrio @aniesbaswedan Emang Transportasi apa yg dibangun ANIES waktu di JKT? LRT Kelapa Gading-Manggarai malah dia stop.,0,0,0,0,in,869542517057798144,1732580038355398808,don_rahmad,https://twitter.com/don_rahmad/status/1732726696229642515,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.992999792098999}]",0.992999792098999
Thu Dec 07 11:40:11 +0000 2023,1732726693968953647,"Smakin w pelajari gagasan dan ide2 presiden, gw makin tertarik sama anies.   But let's see yaa",0,0,0,0,in,1864922509,1732726693968953647,taedvice,https://twitter.com/taedvice/status/1732726693968953647,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9985095858573914}]",0.9985095858573914
Thu Dec 07 11:39:38 +0000 2023,1732726555842093121,"@mediaindonesia Infrastuktur pengolahan ikan hal yg penting untuk nelayan, itu yg jadi perhatian Pak Anies.",0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732726555842093121,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9950675964355469}]",0.9950675964355469
Thu Dec 07 11:39:35 +0000 2023,1732726546727944222,"Anies: Kemacetan, Kualitas Jalan, hingga Tingginya Biaya Logistik Memperparah Ketimpangan.  Satu kemakmuran, tidak akan tercapai jika akses transportasi masih sulit. #aminkanIndonesia  https://t.co/FWske41YJg @LANGKAHANIES @Anies_Relawan @abwnews_ @abwnews_ @S0BATANIES @bos_sir",0,0,0,0,in,1460142601449840652,1732726546727944222,Simanjunta9Nico,https://twitter.com/Simanjunta9Nico/status/1732726546727944222,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9667125940322876}]",0.9667125940322876
Thu Dec 07 11:39:33 +0000 2023,1732726535155864024,"@mediaindonesia Pak Anies Baswedan bertemu dengan nelayan di pantai dan pasar, serta mendengarkan apa yang menjadi permasalahan para nelayan.",0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732726535155864024,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8764142990112305}]",0.8764142990112305
Thu Dec 07 11:39:28 +0000 2023,1732726514997960818,@mediaindonesia Pembuatan tempat pengolahan ikan menjadi kensen Pak Anies Baswedan dalam Menstabilakan dan menaikan pendapatan Nelayan,0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732726514997960818,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9230322241783142}]",0.9230322241783142
Thu Dec 07 11:39:23 +0000 2023,1732726495431491634,"#gibranmendengar #AMINAjaDulu #Gaza_Genocide #IsraelTerorrist Tai akan tetap menjadi tai sampai Kapan pun, sekalipun Tai itu dalam tumpukan emas dan permata. Begitupun Sebaliknya.!  Presiden Aceh Ibu Hamil Asam Sulfat SOLD OUT Anies KDRT Gubernur Bangladesh Jagakarsa",0,1,0,0,in,3379938012,1732726495431491634,MaliaAsdata,https://twitter.com/MaliaAsdata/status/1732726495431491634,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9603556990623474}]",0.9603556990623474
Thu Dec 07 11:39:23 +0000 2023,1732726493997142487,"@mediaindonesia Anies Baswedan, berusaha menstabilkan dan menaikkan pendapatan nelayan.",0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732726493997142487,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9721261858940125}]",0.9721261858940125
Thu Dec 07 11:39:17 +0000 2023,1732726470429274277,"@mediaindonesia Pak Anies bertemu dan berdialog dengan nelayan di Kampung Nelayan Pantai Kualu, Bengkulu.",0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732726470429274277,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9531852602958679}]",0.9531852602958679
Thu Dec 07 11:39:06 +0000 2023,1732726423805476995,@mediaindonesia Para nelayan menginginkan tempat pengolahan ikan dan Pak Anies Akan Mewujudkan apa yg menjadi keinginan mereka.,0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732726423805476995,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9956623911857605}]",0.9956623911857605
Thu Dec 07 11:39:01 +0000 2023,1732726403354030126,@mediaindonesia Bener Kata Pak Anies dan Nelayan kalo tempat pengolahan ikan akan membuat ikan itu menjadi tahan lama.,0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732726403354030126,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7760555744171143}]",0.7760555744171143
Thu Dec 07 11:38:55 +0000 2023,1732726378599190946,"@mediaindonesia Pak Anies Baswedan tidak ingin masalah itu terus berulang-ulang karena merugikan para nelayan, tempat pengolahan ikan sangat di butuhkan para nelayan.",0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732726378599190946,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998765230178833}]",0.998765230178833
Thu Dec 07 11:38:52 +0000 2023,1732726364367987044,@C4k_D3pp Pak Anies tolong segera jadi presiden Pak.,0,0,0,0,in,851609201554014212,1732654450823848143,NadhilahHafsya,https://twitter.com/NadhilahHafsya/status/1732726364367987044,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994051456451416}]",0.9994051456451416
Thu Dec 07 11:38:45 +0000 2023,1732726337402745282,"@mediaindonesia Permasalahan Para nelayan tersebut sudah berlangsung lama, dan Pak Anies berjanji Akan membantu para nelayan agar dapat menstabilakan pendapatan mereka.",0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732726337402745282,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9538033604621887}]",0.9538033604621887
Thu Dec 07 11:38:43 +0000 2023,1732726324874432690,"@Nirwansyah Itu si penanya kelihatan bgt ngejar jawaban yg tegas dari ABW, kalo pbangunan IKN ditunda atau dicancel terus bangunannya jadi apa atau digimanain. Tp tampak Anies terus berkelit muter2",0,0,0,0,in,76955279,1732698914388910099,nikopurba,https://twitter.com/nikopurba/status/1732726324874432690,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.997306227684021}]",0.997306227684021
Thu Dec 07 11:38:40 +0000 2023,1732726313205879062,@mediaindonesia Anies Baswedan dan Muhaimin Iskandar berkomitmen secara khusus dalam visi dan misi untuk memajukan serta menyejahterakan nelayan dan wilayah pesisir.,0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732726313205879062,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996064305305481}]",0.9996064305305481
Thu Dec 07 11:38:26 +0000 2023,1732726257379623310,"@Sarahamelia5599 Rakyat yg mn ??? Anies tu tau mn yg prioritas mn yg tidak,bukan kyk si anu",0,0,0,0,in,2476455829,1732570470581665983,NoferSony,https://twitter.com/NoferSony/status/1732726257379623310,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8568643927574158}]",0.8568643927574158
Thu Dec 07 11:38:24 +0000 2023,1732726249213268038,"@mediaindonesia Anies Baswedan juga berjanji tidak hanya membangun tempat pengolahan ikan, tetapi juga pengelolaannya oleh koperasi nelayan. Setuju Pak!",0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732726249213268038,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9577533006668091}]",0.9577533006668091
Thu Dec 07 11:38:07 +0000 2023,1732726177553609053,@MuhiqR @choymarkochoy @NohCeukenohhh @Putri96960977 @Mayapada_1108 @AnKiiim_ @BarisanOpOsisi @Malika6027 @Azri_Ardhani @doelpaten @stacitarpeta18 sampai segitunya menghadang pak anies,0,0,0,0,in,42464090,1730410292562260457,agusman,https://twitter.com/agusman/status/1732726177553609053,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998499870300293}]",0.998499870300293
Thu Dec 07 11:37:57 +0000 2023,1732726132250939496,@mediaindonesia Dengan majunya pak Anies menjadi presiden akan membawa perubahan positif,0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732726132250939496,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.99981290102005}]",0.99981290102005
Thu Dec 07 11:37:52 +0000 2023,1732726112906850639,@mediaindonesia Pak Anies itu profesional yang pas buat pimpin Indonesia,0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732726112906850639,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999760091304779}]",0.999760091304779
Thu Dec 07 11:37:20 +0000 2023,1732725978785563056,"@ferrykoto @aniesbaswedan Menarik, bila dibandingkan dengan rasio misal  dengan IPM, menurut saya argumen mas anies masih masuk akal. Yang mana, IPM jakarta 80,11. Sementara IPM nasional hanya 72,91.   Nah, bagi saya anggaran IKN itu layak untuk dipertimbangkan untuk menggenjot angka IPM nasional.",0,0,0,0,in,1141429193063821313,1732561644071624719,DearFutureWif12,https://twitter.com/DearFutureWif12/status/1732725978785563056,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7074677348136902}]",0.7074677348136902
Thu Dec 07 11:37:18 +0000 2023,1732725968429846550,"mau dukung anies imin, ilfeel ketika dia ubah haluan dari AHY ke imin, dan pak SbY komentar jadi ngerasa ikut di khianati",0,1,0,0,in,87583077,1732725185550467203,elxavierr,https://twitter.com/elxavierr/status/1732725968429846550,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9985128045082092}]",0.9985128045082092
Thu Dec 07 11:36:48 +0000 2023,1732725842919436456,"@Tulus_nih70 Buat narasi yg lebih baik, untuk pilpres 2024, kpak anies itu keturunan pahlawan nasional",0,0,0,0,in,957997845595893760,1732418625351618859,PallakaGO,https://twitter.com/PallakaGO/status/1732725842919436456,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9217649698257446}]",0.9217649698257446
Thu Dec 07 11:36:44 +0000 2023,1732725825899004108,@Kenikir27 @datuakrajoangek Otakmu stel dlu lah biar cerdas dkit.. hbungannya jelas... yg dia yakini dgn seyakin yakinnya sampai berani taruhan adalah Anies tdk akan maju sebagai calon presiden...,0,0,0,0,in,1415706432092086275,1715627317626863781,Ra2021Swa,https://twitter.com/Ra2021Swa/status/1732725825899004108,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996565580368042}]",0.9996565580368042
Thu Dec 07 11:36:21 +0000 2023,1732725729639702746,@VIVAcoid Pak Anies itu memang lucu 😁,0,0,0,0,in,552465487,1732623243750891794,Dwi1975,https://twitter.com/Dwi1975/status/1732725729639702746,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997519850730896}]",0.9997519850730896
Thu Dec 07 11:36:15 +0000 2023,1732725704960401633,"Menarik, bila dibandingkan dengan rasio misal  dengan IPM, menurut saya argumen mas anies masih masuk akal. Yang mana, IPM jakarta 80,11. Sementara IPM nasional hanya 72,91.   Nah, bagi saya anggaran IKN itu layak untuk dipertimbangkan untuk menggenjot angka IPM nasional.",0,0,0,0,in,1141429193063821313,1732725704960401633,DearFutureWif12,https://twitter.com/DearFutureWif12/status/1732725704960401633,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.5099697113037109}]",0.5099697113037109
Thu Dec 07 11:36:13 +0000 2023,1732725699046498672,@tvOneNews rasanya damai sekali kalau liat mukanya pas anies,0,0,0,0,in,1660280434197159939,1732267572127781091,elchocopai,https://twitter.com/elchocopai/status/1732725699046498672,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9969883561134338}]",0.9969883561134338
Thu Dec 07 11:36:09 +0000 2023,1732725680910319999,"#gibranmendengar #AMINAjaDulu #Gaza_Genocide #IsraelTerorrist Tai akan tetap menjadi tai sampai Kapan pun, sekalipun Tai itu dalam tumpukan emas dan permata. Begitupun Sebaliknya.!  Presiden Aceh Ibu Hamil Asam Sulfat SOLD OUT Anies KDRT Gubernur Bangladesh Jagakarsa",0,0,0,0,in,3379938012,1732725680910319999,MaliaAsdata,https://twitter.com/MaliaAsdata/status/1732725680910319999,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9603556990623474}]",0.9603556990623474
Thu Dec 07 11:36:06 +0000 2023,1732725669774360821,"Gen Z Lampung Tanya Perampasan Aset Koruptor, Anies Jawab Ini https://t.co/E0EBTLhRQP",0,0,1,0,in,1318857141713686530,1732725669774360821,IDNTimesLampung,https://twitter.com/IDNTimesLampung/status/1732725669774360821,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5155659914016724}]",0.5155659914016724
Thu Dec 07 11:35:59 +0000 2023,1732725640573731228,@tvOneNews pak anies bikin para wanita terpesona,0,0,0,0,in,1720768452171116545,1732267572127781091,dwidwi1581,https://twitter.com/dwidwi1581/status/1732725640573731228,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988735318183899}]",0.9988735318183899
Thu Dec 07 11:35:43 +0000 2023,1732725571053142042,"@Tan_Mar3M Wowww  ini Mak beritanya   Demokrat Terbelah, Elitnya Dukung Prabowo Gibran, Grass Root-nya Dukung Anies Imin Kelompok Relawan Bintang Mercy Perubahan Redaktur Senior 03 by Redaktur Senior 03 December 7, 2023in News, Pemilu, Politik  #AMINAjaDulu",0,0,0,0,in,230652338,1732665917019168955,AnnaYellowHeart,https://twitter.com/AnnaYellowHeart/status/1732725571053142042,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9632212519645691}]",0.9632212519645691
Thu Dec 07 11:35:37 +0000 2023,1732725546382213564,@ARisnawan82 Gue udah tau alur ceritanya dari dulu....dan gue pendukung anies bukan pendukung prabowo...jadi jika sampean pendukung anies yg pinter dikit jangan asal ngesher sambil ngejast orang yg anda tdk suka..,0,0,0,0,in,1472589917024751617,1732656408569712733,1971Andidarni,https://twitter.com/1971Andidarni/status/1732725546382213564,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9873730540275574}]",0.9873730540275574
Thu Dec 07 11:35:12 +0000 2023,1732725442548056163,"@Abdoeljegger202 @VIVAcoid menghemat subsidi bbm tp pake batu bara  klo si anies awokwok setuju 👌 klo pemerintah sekarang, polusi asap  kocak 🥴",0,0,0,0,in,1237221324608524288,1732623243750891794,AshyDSmith,https://twitter.com/AshyDSmith/status/1732725442548056163,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9452086687088013}]",0.9452086687088013
Thu Dec 07 11:35:12 +0000 2023,1732725440438321352,"@shillinds @OmSENANGni @ferrykoto @rafiteajk @aniesbaswedan Gk kebalik? Makanya jgn konsumsi asam sulfat, bengak jadinya. Bekarat jdnya akal. Aquarium jmn jkw/ ahok susah digusur. Jaman anies diangkat derajat nya skrg jd kampun percontohan.",0,0,0,0,in,1197181420839395329,1732561644071624719,kant0ngKresek,https://twitter.com/kant0ngKresek/status/1732725440438321352,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9831181764602661}]",0.9831181764602661
Thu Dec 07 11:34:22 +0000 2023,1732725230962131415,@tvOneNews Suka suka anies saja lah,0,0,0,0,in,110598625,1732586368143126922,holderdiamond_,https://twitter.com/holderdiamond_/status/1732725230962131415,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9984197616577148}]",0.9984197616577148
Thu Dec 07 11:33:47 +0000 2023,1732725087231775142,"@ferrykoto @aniesbaswedan Membandingkan pembangunan JIS dg IKN itu gak Apple to Apple. Anies membangun JIS karena punya janji politik dengan Jakmania, trus Jokowi membangun IKN karena punya janji politik dengan siapa? Di sisi lain, puluhan janji kampanyenya tak ada yang dipenuhi",0,0,0,0,in,1065302291115315201,1732561644071624719,KangMaman204,https://twitter.com/KangMaman204/status/1732725087231775142,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9987426400184631}]",0.9987426400184631
Thu Dec 07 11:33:27 +0000 2023,1732725000841691264,"Jokowi Banyak Bangun Jalan Tol, Anies Sebut Bakal Setop Program Itu dan Pilih Bangun Infrastruktur ini... https://t.co/O1DpgbrGVv",0,2,7,6,in,887743587579944960,1732725000841691264,OposisiCerdas,https://twitter.com/OposisiCerdas/status/1732725000841691264,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9972476363182068}]",0.9972476363182068
Thu Dec 07 11:33:26 +0000 2023,1732724995288449048,@VIVAcoid Proyek apa sih yg sukses dibangun ANIES?,0,0,0,0,in,869542517057798144,1732623243750891794,don_rahmad,https://twitter.com/don_rahmad/status/1732724995288449048,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9980428218841553}]",0.9980428218841553
Thu Dec 07 11:33:03 +0000 2023,1732724900912349428,@riry_djoe @VIVAcoid Om dia gubernur jakarta bukan presiden. Anies jd gubernur dki.,0,0,0,0,in,80983890,1732623243750891794,bonjurno31,https://twitter.com/bonjurno31/status/1732724900912349428,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9951487183570862}]",0.9951487183570862
Thu Dec 07 11:32:35 +0000 2023,1732724785225089526,@geloraco Hadeeh gak jaman bro..Anies sdh lama belajar berpolitik..cuma ente aja yg gk mau akui..trus nama nya Gibran gk ente sebut2 kah..?,0,0,0,0,in,3309270552,1732698887427960919,HendraEbhet,https://twitter.com/HendraEbhet/status/1732724785225089526,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9503980875015259}]",0.9503980875015259
Thu Dec 07 11:31:41 +0000 2023,1732724555951861976,demi tuhan gue dulu ga suka anies baswedan karna kebawa sama opini2 publik. jadi TOLONGGGG BUAT LO LO PADA YG MASIH GA SUKA SM PAK ANIES COBA RESEARCH DEH,0,0,0,0,in,1697294166794055684,1732724555951861976,middsane,https://twitter.com/middsane/status/1732724555951861976,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9893757104873657}]",0.9893757104873657
Thu Dec 07 11:31:07 +0000 2023,1732724414339531084,"Komitmen pak Anies jika jd presiden ttg privilege utk anak2nya....   Kita pegang ya guys, kita akan tetap kritis nanti kalau beliau jd presiden jgn sampai pak Anies spt bapak Presiden Wakanda.   #AniesMuhaimin2024  #AMINAjaDulu https://t.co/xbUhqFVWJt",0,0,4,23,in,1132425764622675969,1732724414339531084,BangPino__,https://twitter.com/BangPino__/status/1732724414339531084,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9497697949409485}]",0.9497697949409485
Thu Dec 07 11:31:03 +0000 2023,1732724398577357136,"@vanc1Bozz @aniesbaswedan Tenang Pak Anies, saya sudah ada di sini🙄😉",0,1,0,2,in,1649686141757722626,1732723209274011729,AlnilamOmar,https://twitter.com/AlnilamOmar/status/1732724398577357136,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9933087825775146}]",0.9933087825775146
Thu Dec 07 11:30:32 +0000 2023,1732724267236966852,"Tuan @Chaves1305 yg terhormat. Tolong browsing sendiri  di internet sudah minum susu, Galakkan membaca jangan nyuruh orang lain  apalagi capres2 lain.  Berbeda bukan berarti minim literasi pohon kepel ini saja tumbuh ditanam tahun 2022, pak anies dulu tanam apa ya bro @BosPurwa https://t.co/MeLKnPFv0I",0,0,0,0,in,851334003982454785,1732720675809591670,KepesengX0_,https://twitter.com/KepesengX0_/status/1732724267236966852,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9979181885719299}]",0.9979181885719299
Thu Dec 07 11:30:23 +0000 2023,1732724228791865588,@aniesbaswedan Pak Anies yuk bisa balihonya di perbanyak dan lebih merumput kampanyenyaa plisii,0,0,0,0,in,337477537,1732690409640583376,fanoya_,https://twitter.com/fanoya_/status/1732724228791865588,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9803933501243591}]",0.9803933501243591
Thu Dec 07 11:30:03 +0000 2023,1732724146604486693,@mediaindonesia Anies itu kerja nya nyata bukan kaleng kaleng,0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732724146604486693,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9677788019180298}]",0.9677788019180298
Thu Dec 07 11:29:59 +0000 2023,1732724127830774079,@mediaindonesia Dengan Anies jadi presiden akan membawa perubahan positif,0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732724127830774079,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998539686203003}]",0.9998539686203003
Thu Dec 07 11:29:54 +0000 2023,1732724108197323196,@mediaindonesia Terimakasih pak Anies telah menunjukkan bahwa masih ada peluang di pemerintah walau tanpa orang dalam,0,0,0,0,in,1703467382096932864,1732559296058298796,husadahuda,https://twitter.com/husadahuda/status/1732724108197323196,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995307922363281}]",0.9995307922363281
Thu Dec 07 11:29:37 +0000 2023,1732724035275116561,"@kumparan Pak anies emang orang yang tulus dan cerdas, semua kebijakannya terbukti memajukan Jakarta",0,0,0,0,in,1718412325651386368,1732599579970085022,sergio_kumala,https://twitter.com/sergio_kumala/status/1732724035275116561,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991248250007629}]",0.9991248250007629
Thu Dec 07 11:29:21 +0000 2023,1732723969760129454,@tvOneNews pak anies kehebatan nya setara transformers,0,0,0,0,in,1722156185443614720,1732267572127781091,albejrieh44193,https://twitter.com/albejrieh44193/status/1732723969760129454,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9993159770965576}]",0.9993159770965576
